Nome;cluster;pc1;pc2
Hand Puppets;5;0.05108352;-0.15827659
Hand Puppets (Réplica);5;0.08999638;-0.2603505
Heart Pillow;4;0.26056013;-0.048273228
Hellflayer Trophy;0;-0.0032759546;0.1408572
Hieroglyph Banner;3;-0.09914342;-0.08820302
Holy Falcon;5;-0.07857141;0.094149135
Holy Scarab;0;-0.041155696;0.100471936
Holy Soil;4;0.098256804;0.06972861
Hourglass;5;0.3346101;0.10601208
Hydra Balloon;4;0.3591485;-0.16153255
Ice Cube;3;-0.23765673;-0.41638452
Ice Mammoth;5;0.09400115;-0.10039712
Imortus;1;0.13457344;0.02711134
Imortus (Réplica);5;0.2294742;-0.022790058
Jade Amulet;0;-0.014476623;-0.030238343
Jade Amulet (Réplica);0;-0.05444005;-0.07984353
Jester Staff;5;0.19379073;0.12873574
Journal Shield;1;0.3063307;0.06887432
Key of Numerous Locks;0;0.15418774;0.24878655
Key of Numerous Locks (Réplica);0;0.20226885;0.09746349
Lion Mosaic;4;0.019169085;-0.12188626
Little Adventurer Doll (Réplica);3;0.037671033;-0.5253319
Loremaster Doll (Réplica);5;0.1260335;-0.39289618
Love Elixir;5;0.115220904;-0.005746795
Love Elixir (Réplica);5;0.1593328;-0.10350214
Lucky Clover Amulet;0;0.06610673;-0.054370385
Lucky Clover Amulet (Réplica);0;0.018003514;-0.10127272
Luminous Box;1;0.32391426;-0.0861685
Magic Hat;5;-0.05000009;-0.07161154
Magic Hat (Réplica);0;-0.011610786;-0.18786852
Magical Music Notes;5;-0.0026119703;-0.063291036
Majestic Shield;0;0.212147;0.19307193
Many Faces Trophy;0;0.06418249;0.123317525
Marble Statue;0;0.14739792;-0.015190141
Masterpiece of a Gozzler;5;0.10166788;-0.065115504
Masterpiece of a Muse;0;-0.0048842276;-0.05710964
Mathmaster Shield;1;0.2565669;0.011032666
Mathmaster Shield (Réplica);5;0.13539796;0.024850892
Medusa Skull;5;0.14785278;-0.10607448
Medusa Skull (Réplica);5;0.16668919;-0.25653446
Megasylvan Plant;5;0.11692411;-0.07154136
Megasylvan Plant Kit;4;0.31392512;-0.04888998
Memory Box;5;0.3609824;-0.029253785
Message in a Bottle;5;0.31060845;0.13840492
Mini NabBot;5;0.3779202;0.04805707
Miniature House;4;0.24505165;-0.19400759
Mirror Mask;1;0.22018889;-0.12920403
Model Ship;5;0.21399762;0.13146031
Monolith of the Planes Kit;5;0.23481916;0.1647311
Morbid Tapestry;4;0.1409727;-0.071253754
Mr. Punish's Handcuffs;5;0.07076001;0.20558403
Music Box (Réplica);4;0.37055883;-0.08208602
Mysterious Voodoo Skull;3;-0.33828226;-0.23915009
Naga Basin;5;0.11761106;0.07735849
Nightmare Beacon;1;0.18392983;-0.058408488
Nightmare Hook;3;-0.04552781;-0.1286193
Noble Sword;2;-0.013320328;0.31915793
Noble Sword (Réplica);2;-0.020989215;0.21161969
Norseman Doll (Réplica);5;0.078052975;-0.36122507
Observer Tapestry;1;0.12360445;-0.046233032
Oil Lamp;1;0.26275715;0.027829912
Old Radio;5;0.32959196;0.10540249
Old Radio (Réplica);5;0.3534183;0.05999924
Oracle Figurine;5;-0.0058781616;-0.10021869
Orange 25 Years Balloon;4;0.32348916;-0.19587314
Orange Balloon;4;0.33334193;-0.17816184
Orange Tapestry;4;0.25840664;-0.069368474
Orb;3;-0.4028185;-0.13200922
Orc Balloon;4;0.30978101;-0.09254333
Orc Head Balloon;4;0.22750014;-0.12152067
Orc's Jaw Shredder;5;0.2462765;0.031460125
Orc's Jaw Shredder (Réplica);5;0.21890059;-0.103869565
Painting of a Gozzler;4;0.23098357;-0.17710574
Painting of a Muse;4;0.13210692;-0.15387502
Painting of Thais;4;0.2472745;-0.096535906
Pharaoh Banner;3;-0.071085095;-0.19742827
Phoenix Statue (Réplica);4;0.1568686;-0.24977258
Picture (Landscape);4;0.2514145;-0.057771906
Picture (Portrait);4;0.2897847;-0.05197493
Picture (Still Life);4;0.17321862;-0.024549525
Piece of Marble Rock;3;-0.06833286;-0.09262421
Pigeon Trophy;0;0.13473286;-0.024368836
Pigeon Trophy (Réplica);0;0.07534207;-0.05151078
Piggy Bank;3;-0.45879486;-0.07552557
Pile of Presents;4;0.3098359;-0.1320615
Pile of Three Presents;4;0.2684322;-0.118168525
Pink 25 Years Balloon;4;0.32162637;-0.28374812
Pink Balloon;4;0.3476694;-0.34622526
Pirate Tapestry;4;0.06427702;-0.10260263
Pirate Voodoo Doll;3;-0.29446265;-0.27377132
Pop Tart Painting;4;0.3299134;-0.20234719
Portrait With Ferumbras;4;0.20340905;-0.032431014
Pretty Clay Statue;4;0.14413625;-0.23196542
Psychedelic Tapestry;3;-0.07969622;-0.24640746
Pumpkinhead;1;0.16162011;-0.065635994
Purple 25 Years Balloon;4;0.33046487;-0.2780631
Purple Balloon;4;0.34276867;-0.27744853
Purple Tapestry;4;0.26127043;-0.14668646
Raven Herb;3;-0.1187031;-0.06723889
Red 25 Years Balloon;4;0.31037286;-0.16258976
Red Balloon;4;0.31933823;-0.15394752
Red Bed Kit;4;0.418736;-0.076610275
Red Christmas Bundle;4;0.4192994;-0.08316061
Red Christmas Garland;4;0.3622166;-0.054887924
Red Pillow;4;0.33490288;-0.13302532
Red Present;4;0.4040848;0.06346178
Red Tapestry;4;0.2902485;-0.009580984
Reward Box (25 Anos);0;0.20038018;0.0887977
Rift Lamp;1;0.12522529;-0.0032786066
Rift Tapestry;5;-0.023604402;0.040872846
Roc Feather;5;-0.0026615765;-0.0662205
Rotworm Balloon;4;0.12267547;-0.36439687
Rotworm Head Balloon;4;0.06855982;-0.38756928
Rough Clay Statue;4;0.038549174;-0.16864972
Rough Marble Statue;0;0.09621055;-0.07530266
Round Blue Pillow;4;0.3667622;-0.15612833
Round Purple Pillow;4;0.34414634;-0.23076497
Round Red Pillow;4;0.32131886;-0.11986081
Round Turquoise Pillow;4;0.38894904;-0.1679401
Royal Tapestry;1;-0.08749551;-0.057312515
Scroll of the Stolen Moment;5;0.16839004;-0.031413384
Sea Serpent Trophy (Quest);0;-0.03196669;-0.10870198
Seal of Quality;0;0.31077334;0.17543
Shield of Destiny;1;0.26316595;0.05975628
Shield of Destiny (Réplica);5;0.124903426;-0.019742586
Shield of Endless Search;0;0.039302092;0.14447252
Shield of Endless Search (Réplica);5;0.10707771;-0.08488053
Silky Tapestry;3;-0.0050688353;-0.16652869
Silver Goblet;0;-0.027649451;0.06978311
Silver Hunter Trophy;0;0.12398055;0.2524998
Silver Mask;0;0.18792164;0.11356717
Siramal's Golden Bug Trophy;0;0.084591635;-0.03314992
Skeleton Decoration;3;-0.15584975;-0.24845959
Small Blue Pillow;4;0.23507448;-0.2799171
Small Blue Present;4;0.43156675;-0.11733105
Small Green Pillow;4;0.35699612;-0.17366812
Small Ice Statue (Bird);3;0.068863764;-0.3177065
Small Ice Statue (Fish);5;0.114322394;-0.23136608
Small Oil Lamp;5;0.122673616;-0.052960012
Small Orange Pillow;4;0.3403276;-0.20964065
Small Purple Pillow;4;0.36036575;-0.31063434
Small Red Pillow;4;0.3427114;-0.20084704
Small Reward Box;4;0.36570993;0.008376581
Small Turquoise Pillow;4;0.41098565;-0.22750454
Small White Pillow;4;0.36037108;-0.20128116
Snow Flake Tapestry;4;0.2843083;-0.11315471
Snow Globe;1;0.33013117;-0.032101072
Some Golden Fruits;4;0.29217303;-0.10481726
Special Balloon Box;4;0.41462952;-0.20826663
Special Carpet Box;4;0.35563982;-0.1822657
Special Fx Box;4;0.43257037;0.065889634
Spiderwebs;3;0.035050374;-0.22242242
Standing Mirror;1;0.41919187;-0.010002531
Starfish;5;0.09826659;0.103354946
Sun Mirror;1;0.4746669;-0.0857549
Sun Mosaic;1;0.26390007;-0.12868981
Supernatural Box;3;-0.12318418;-0.17542917
Surprise Nest;4;0.25764394;-0.20076407
Table Lamp;1;0.33318603;-0.051359452
Tapestry of Honour;0;0.13992181;0.06810093
Teal 25 Years Balloon;4;0.3271932;-0.20165862
Teal Balloon;4;0.35152787;-0.2200689
Telescope;1;0.27651888;0.12537614
The Dragon Spirit (Réplica);3;-0.16576262;-0.3794647
The Epic Wisdom;0;-0.07048651;0.04383477
The Handmaiden's Protector;5;0.0054895193;0.2115924
The Imperor's Trident;2;-0.05154963;0.25865772
The Mexcalibur;5;0.21692099;0.07843029
The Mexcalibur (Réplica);5;0.10943795;-0.08413573
TibiaHispano Emblem;5;0.30681166;0.1311379
Tibianus Balloon;4;0.36636922;-0.08492009
Tibiapedia;5;0.32207415;0.03033436
Tibiora's Box;5;0.42467213;0.039890718
Tibiora's Box (Réplica);4;0.3871056;-0.05482447
Trapped Lightning;1;0.18890117;0.009921819
Trophy Stand;0;0.18239538;0.23910451
True Heart of the Sea;5;0.00020122793;0.091213815
Vampire Silk Slippers;3;-0.050176416;-0.27312288
Velvet Tapestry;3;-0.11903232;-0.18438621
Vessel of Devovorga;5;0.20982231;0.20517172
Vessel of Ferumbras;5;0.20368442;0.16351357
Vessel of Gaz'Haragoth;5;0.13307393;0.21772717
Vessel of Horestis;5;0.25541568;0.14419596
Vessel of Mad Mage;5;0.084929146;0.0851615
Wall Mirror;4;0.40212417;-0.049280606
Wall Mirror (Edged);4;0.36166912;-0.025702776
Wall Mirror (Oval);4;0.4320749;-0.016483016
Wall Mirror (Round);4;0.40434593;-0.0057628057
War Backpack;4;0.27498493;0.16933219
Water Pipe;5;0.35838968;0.09265901
Water Pipe (Deluxe);4;0.4013995;0.079172395
White Raven Kit;0;0.120919585;0.0052221725
White Tapestry;4;0.2586322;-0.022160778
Wicked Witch;1;0.036468007;-0.24695541
Yalahari Figurine;3;-0.15108213;0.031810254
Yellow 25 Years Balloon;4;0.3532884;-0.17385988
Yellow Balloon;4;0.36545393;-0.15368423
Yellow Bed Kit;4;0.44053134;-0.061604347
Yellow Pillow;4;0.36021522;-0.13437793
Yellow Pillow (Supersoft);4;0.25618336;-0.08119388
Yellow Present;4;0.43553764;0.05445701
Yellow Tapestry;4;0.2828782;-0.022264237
Yetislippers;3;-0.041842517;-0.2701356
Assassin Star;3;-0.4451801;-0.0023538715
Broken Iks Spear;5;-0.020539392;0.29824743
Enchanted Spear;2;-0.20891386;0.070470005
Glooth Spear;3;-0.32802767;-0.0007545314
Hunting Spear;3;-0.45270452;0.06981249
Leaf Star;3;-0.14906636;-0.10585726
Mean Paladin Spear;2;-0.078510165;0.3800079
Royal Spear;3;-0.39278567;-0.08135288
Royal Star;3;-0.3309902;-0.12647651
Small Stone;3;-0.38552204;-0.1107558
Snowball;5;0.19670862;0.097042054
Spear;3;-0.37562427;-0.07669497
Throwing Cake;4;0.19800602;-0.050424915
Throwing Knife;3;-0.23262899;0.16965768
Throwing Star;3;-0.36285836;0.03281589
Throwing Star of Sula;5;0.17030741;0.16388515
Viper Star;3;-0.25423175;0.05702655
Ancient Notes From The Knight Galthen;0;-0.091427475;0.202696
Arena Certificate;0;0.3693666;0.22359297
Armageddon Plans;5;0.17979608;0.1479478
Bill;4;0.3102624;0.13595057
Birthday Card;4;0.36542606;0.057931773
Blank Paper;5;0.4194316;0.090329885
Blank Parchment;5;0.3738401;0.0783874
Blank Poetry Parchment;4;0.18561667;-0.028994575
Bronze Deed;0;0.25852522;0.23312245
Building Plans for a Ship;4;0.28883216;0.16550791
Celestial Chart;5;0.12868792;0.018464724
Certificate;0;0.39569575;0.15277527
Christmas Card;4;0.385201;0.06345458
Contract;5;0.3371395;0.21831205
Copied Research Notes;5;0.2459251;0.08949616
Crumbled Diary Page;5;0.054008864;-0.0026219466
Crumpled Paper;4;0.29162455;0.059391286
Deed of Ownership;0;0.14598075;0.14503534
Document;5;0.27180362;0.11899039
Document (Certificate);0;0.43460345;0.14731498
Faded Last Will;5;0.1772377;0.081302956
Fan Club Membership Card;0;-0.06952386;0.14005375
Formula for a Memory Potion;5;0.11095534;0.1409525
Gingerbread Recipe;4;0.35927403;-0.24700329
Gnome Chart;4;0.24083845;-0.060364917
Gold Deed;0;0.247879;0.18434611
Golden Newspaper;4;0.4062896;0.08693312
Golem Blueprint;5;0.24403231;0.018375847
Greeting Card;4;0.37664688;0.13923426
Handwritten Message;5;0.25925353;0.16249503
Hastily Scribbled Note;5;0.25592875;0.21610272
Heliodor's Scrolls;5;0.13343787;-0.045952328
Incantation Fragment;5;-0.04658131;0.118935116
Incantation Scroll;5;0.18376891;-0.07336708
Intelligence Reports;5;0.038395803;0.07625246
Julius' Map;5;0.20241004;0.10878996
Label;5;0.3313827;0.14444001
Letter;5;0.05322807;-0.0124277435
Letter (Ingol);5;0.32618654;0.1614236
Letter from the Wizards;0;-0.11208471;0.11904731
Letter to Chantalle;0;0.19697507;0.18247184
Letter to Eremo;5;0.37940806;0.15166135
Letter to Markwin;5;0.3556734;0.20515093
Lottery Ticket;0;0.28327397;0.15505618
Map (Brown);4;0.16232108;-0.046696335
Map (Colour);4;0.32585555;-0.089673996
Map (Exotic Locations);4;0.09463268;-0.0952555
Map to the Unknown;5;0.16559614;0.03860071
Narsai's List;5;0.20400329;0.15981436
Nomad Parchment;0;-0.045194432;0.06260102
Note from the Thieves Guild;0;-0.005485404;0.2130803
Notes and Coordinates;5;0.42275935;0.30370507
Old Encrypted Text;5;0.23022088;0.11095518
Old Letter;5;0.3318751;0.1269365
Old Parchment;3;-0.085164584;-0.16680205
Old Parchment (Drefia);5;0.28425765;0.0261922
Old Parchment (Lion's Rock);0;0.018953703;-0.020596394
Old Parchment (Tiquanda);5;0.2599414;0.087239824
Old Piece of Paper;4;0.26514846;0.10321305
Old Pirate Poem;3;-0.11997835;-0.12587911
Paper;5;0.3151369;0.1837446
Papyrus Deed;4;0.21584526;-0.01764422
Parchment (Black Knight);0;0.025750149;0.16226147
Parchment (Crumpled);5;0.32460117;0.028823081
Parchment (Eclesius);5;0.28831106;0.10420442
Parchment (Grey);3;0.046578024;-0.15478452
Parchment (Peacock Ballad);3;0.0004813799;-0.16240844
Parchment (Poetry);4;0.09827689;-0.08118312
Parchment (The Ledger);5;0.36124375;0.16464503
Parchment (Yellow);4;0.4184651;0.0667565
Parchment of Interest;5;0.36704236;0.18801954
Piece of Paper (Crumpled);4;0.34321716;0.068013184
Piece of Parchment (Gold);0;0.35821852;0.106031984
Piece of Parchment (Shadow Bite);5;0.21997115;-0.054798685
Piece of Parchment (Silver);0;0.41807613;0.14405313
Plans for a Strange Device;5;0.35570416;-0.049372353
Receipt;4;0.46653733;0.15200022
Recipe;5;0.32633403;-0.0710229
Recipe for Magical Paint;4;0.18391372;-0.24760872
Research Notes;5;0.24423456;0.09555494
Research Records;5;0.19884245;0.14534892
Rita's Letter;5;0.3787546;0.15245897
Ritual Notes;0;0.006532921;0.1488859
Rolled-up Parchment;4;0.39314726;-0.06921766
Scribbled Notes;5;0.25309992;0.24002732
Scribbled Sheet of Paper;4;0.3013379;0.020791326
Scroll;3;-0.47755867;-0.013121324
Scroll of Heroic Deeds;2;-0.274395;0.20916384
Secret Instruction (Gryphon Mask);3;-0.2817062;-0.20020668
Secret Instruction (Ivory Mask);5;0.12661123;-0.008316986
Secret Instruction (Mirror Mask);3;-0.21928717;-0.24312647
Secret Instruction (Silver Mask);3;-0.23167376;-0.16418645
Secret Map;0;0.053632744;0.03484997
Sheet of Paper (Hoist);5;0.30395913;0.16630982
Sheet of Tracing Paper;5;0.35566673;0.13495958
Sheet of Tracing Paper (Blank);5;0.39201212;0.13087377
Shimun's List;5;0.21573345;0.103221044
Signed Contract;0;0.33187848;0.2339558
Silver Deed;0;0.26817194;0.21491925
Soul Contract;0;0.06706925;-0.022900641
Spyreport;5;0.027446635;0.1060984
Stamped Letter;4;0.45257136;0.10233137
Suspicious Documents;5;0.10600368;0.03875757
Tactical Map;5;0.05207254;0.3618248
Tefrit's List;5;0.28731775;0.17384875
The Alchemists' Formulas;5;-0.013979713;0.020433178
The Lower Left Part of a Map;5;0.27187195;0.061596118
The Lower Right Part of a Map;5;0.26348808;0.07966125
The Moonlight Aster's Letter;1;0.15202445;0.007880573
The Rite of Eternal Night;1;-0.02294961;0.010070661
The Top Left Part of a Map;4;0.2597742;0.049529023
The Top Right Part of a Map;5;0.24075264;0.059685443
Theatre Script;5;0.08971168;0.004892203
Torn Incantation Fragment;5;0.11581439;0.08467532
Translation Scroll;5;0.22563763;-0.009423707
Tylaf's Letter;0;0.22669774;0.2013276
Valentine's Card;0;0.2367282;0.06489495
Very Old Piece of Paper;4;0.23936062;0.07714362
Wrinkled Parchment;4;0.38155398;-0.0033548407
Yonan's List;5;0.19702634;0.15852484
Annihilation Bear;5;-0.06335701;0.02720036
Arbaziloth Santa;5;0.061219167;0.05278135
Assassin Doll;1;0.20436153;-0.19434679
Babel Swimmer;5;0.21682462;0.11494396
Baby Seal Doll;5;0.12288447;-0.43146878
Badbara;5;0.30186456;0.22424766
Banor Doll;5;0.19176315;-0.24287589
Bard Doll;5;0.069376156;-0.29518172
Bat (Item);5;0.22365753;0.23716536
Bear Doll;3;0.03772154;-0.5005331
Bella Bonecrusher's Doll;1;0.21551147;-0.31601393
Bookworm Doll;5;0.051478885;-0.4778938
Calamary (Item);5;0.2171384;0.10466934
Cateroide's Doll;1;0.2785677;-0.1324613
Cave Rat (Item);0;-0.013973556;-0.07574761
Citizen Doll;5;0.19593778;-0.3315314
Cryana;5;0.19933566;0.19362587
Demon Doll;3;-0.15063696;-0.45795918
Doll;3;-0.26575926;-0.29391328
Draccoon Santa;5;0.01648579;-0.07920561
Draken Doll;5;0.02774832;-0.18803388
Dread Doll;1;0.22013035;-0.2597843
Durin The Almighty;1;0.3113204;0.050081022
Epaminondas Doll;5;0.1131326;-0.3043594
Evilina;5;0.26889256;0.21462192
Fan Doll of King Tibianus;3;0.030435301;-0.3739299
Fan Doll of Queen Eloise;3;-0.027721735;-0.3863273
Ferumbras Doll;3;0.0004208143;-0.34870377
Ferumbras Puppet;3;-0.114527516;-0.23225003
Ferumbras' Teddy;4;0.15483338;-0.23800685
Ferumbras' Teddy Santa;4;0.18585376;-0.23434217
Frazzlemaw Santa;5;0.16092987;0.075196795
Gamemaster Doll;5;0.10019986;-0.31409234
Head of Abyssador;5;-0.0033566959;0.07594871
Head of Deathstrike;5;-0.0136039;0.2810535
Head of Gnomevil;5;0.094124556;-0.039890457
Impward;5;0.27547705;0.22655612
Jester Doll;5;0.16380131;0.026685774
Leaf Golem Santa;4;0.12555917;-0.08637584
Legs of Deathstrike;5;-0.031449452;0.25445437
Legs of Gnomevil;5;0.08707262;-0.016881708
Lisa's Doll;5;0.1391876;-0.25862727
Little Adventurer Doll;3;-0.01044379;-0.47532305
Loremaster Doll;5;0.17860673;-0.25489086
Lucky Pig;0;0.069183856;0.105869435
Luna (Tibia Goals);1;0.3347391;0.0216219
Maxxen Santa;5;0.25245318;0.2510718
Meandi;5;0.2930889;0.23382553
Midnight Panther Doll;5;0.045174304;-0.307856
Mini Mummy;3;-0.0890619;-0.18610302
Mysterious Fetish;3;-0.4281104;-0.23269549
Nightmare Beast Santa;3;-0.13232873;-0.25696906
Nightmare Doll;3;-0.05426293;-0.48771286
Nightmare Teddy;3;0.011116519;-0.36277077
Norseman Doll;5;0.23881853;0.051746804
Ogre Rowdy Doll;5;-0.012889221;-0.36149135
Omniscient Owl;3;-0.11199765;-0.11990302
Orclops Santa;5;0.07927203;0.00022068541
Panda Teddy;5;0.25840342;-0.16307114
Part of a Jester Doll (Left Arm);5;0.11911861;-0.24106845
Part of a Jester Doll (Left Leg);5;0.09906121;-0.22910003
Part of a Jester Doll (Right Arm);5;0.12303096;-0.257121
Part of a Jester Doll (Right Leg);5;0.111550905;-0.24816468
Pet Pig;5;0.073236756;0.02741264
Pirate Voodoo Doll;3;-0.29446265;-0.27377132
Plushie of a Deepling;5;0.076633185;0.22304104
Plushie of a Domestikion;5;0.21507455;-0.07396817
Plushie of a Hoodinion;4;0.2817401;-0.13391729
Plushie of a Hydra;4;0.2527538;0.05330253
Plushie of a Mearidion;5;0.21076106;-0.061480794
Plushie of a Murmillion;5;0.19769217;-0.05149382
Plushie of a Scissorion;5;0.10095102;0.032532334
Plushie of Devovorga;5;0.056479655;0.06896239
Plushie of Gaz'Haragoth;5;0.00022732328;0.11823813
Plushie of King Tibianus;5;0.035189748;0.008614251
Plushie of Lavaworm;3;-0.035769515;-0.4137088
Plushie of Tentugly;5;0.1421757;-0.07395539
Raccoon Santa;5;0.03607084;-0.024284204
Rat God Doll;3;-0.2387382;-0.28380495
Retching Horror Doll;3;-0.13093053;-0.45038918
Salted Cave Rat;3;-0.008239656;-0.1721641
Santa Ahau;5;0.14407183;0.18672277
Santa Doll;5;0.09676136;-0.30396307
Santa Fox;0;0.0579224;0.16410723
Santa Leech;5;0.11666012;-0.020984136
Santa Teddy;4;0.24244198;-0.2504485
Scared Frog;3;-0.11063797;-0.3401712
Scorpion (Objeto);3;-0.07780178;-0.1935272
Sight of Surrender's Plushie;5;-0.013445044;0.10372971
Small Ladybug;5;0.1992074;-0.12533203
Small Petrified Tortoise;3;-0.102723695;-0.16954823
Small Tortoise;5;0.053179275;-0.15094309
Snowman Doll;5;0.057544727;-0.39925277
Stuffed Bunny;4;0.09047122;-0.42401645
Stuffed Dragon;3;-0.0141560845;-0.36448655
Stuffed Toad;3;-0.17847727;-0.52077
Tail of Abyssador;5;-0.0074311146;0.012782977
Tearesa;5;0.27432215;0.09899601
Teddy Bear;4;0.18367821;-0.30198666
The Gods' Twilight Doll;3;-0.15755053;-0.2947061
The Head of a Jester Doll;5;0.04649388;-0.30990854
The Torso of a Jester Doll;5;0.03776918;-0.3634465
Torn Teddy;5;0.15790483;-0.13869789
Torso of Abyssador;5;-0.024235696;0.032223403
Torso of Deathstrike;5;-0.048812773;0.20510122
Torso of Gnomevil;5;0.05132014;-0.057212956
Toy Mouse;5;0.08530982;-0.35691074
Toy Spider;3;0.017898088;-0.39962402
Treasure Island Voodoo Doll;3;-0.12412704;-0.46085528
Truelove Teddy;4;0.084799305;-0.24038047
Vampire Doll;3;-0.11642321;-0.4198382
Vexclaw Doll;5;0.022374311;-0.3668403
Voodoo Doll;3;-0.3523501;-0.27438325
Voodoo Doll (King);3;-0.19642846;-0.39853296
Whinona;5;0.287441;0.18163708
White Lion Doll;5;0.07290319;-0.33976865
Wooden Doll;5;0.1147268;-0.44034356
Yeti Doll;5;0.16828705;-0.34526286
Adamant Shield;5;-0.024985766;0.34303513
Alicorn Quiver;1;0.016374342;-0.036701296
Amazon Shield;5;0.21824494;-0.042754866
Ancient Shield;3;-0.400808;0.09529207
Aurora's Collection;1;0.15238771;0.02120371
Aylie;5;0.10462275;0.13854174
Battle Shield;3;-0.36190534;-0.05257857
Biscuit Barrier;5;0.08224693;0.113557965
Black Shield;3;-0.3048533;-0.24458978
Blessed Shield;0;0.013662601;0.23872387
Blue Quiver;5;0.25492585;0.087235175
Bone Shield;3;-0.16140756;0.00072235655
Bonelord Shield;5;-0.017261028;0.088452786
Brass Shield;3;-0.3018079;0.088723116
Broken Wooden Shield;5;0.121174164;0.19574912
Candy-Coated Quiver;4;0.33309987;-0.22499801
Carapace Shield;3;-0.10644226;0.015316287
Castle Shield;0;-0.031799622;0.34303486
Copper Shield;5;-0.027943091;0.22448978
Crown Shield;3;-0.44965234;0.02744093
Dark Shield;3;-0.28329885;0.07569373
Death Gaze;3;-0.14473888;0.027999694
Demon Shield;3;-0.42060965;-0.114537984
Dragon Shield;3;-0.17820032;-0.09935999
Dwarven Shield;2;-0.30844456;0.21454814
Eagle Shield;5;-0.04223892;0.090710424
Ectoplasmic Shield;2;-0.33066478;0.37348345
Eerie Song Book;5;0.036138404;0.09595666
Eldritch Quiver;5;0.07835711;0.10910942
Eldritch Shield;2;-0.17073171;0.34175953
Falcon Escutcheon;2;-0.20254163;0.2858626
Falcon Shield;2;-0.25070018;0.3050124
Fiery Rainbow Shield;1;-0.07354935;0.16616406
Gnome Shield;2;-0.17103748;0.22776654
Golden Blessed Shield;0;0.08624131;0.2276937
Great Shield;3;-0.32204548;0.016608946
Guardian Shield;3;-0.4679886;-0.05796253
Haunted Mirror Piece;1;0.03785942;-0.23273996
Icy Rainbow Shield;0;0.008927828;0.16356003
Journal Shield;5;0.1436387;0.22259383
Jungle Quiver;3;-0.140551;0.009954977
Lion Shield;2;-0.18567917;0.21637376
Mastermind Shield;3;-0.37901065;0.07967208
Mathmaster Shield;5;0.09345661;0.20637028
Meat Shield;5;0.15516981;0.156855
Medusa Shield;3;-0.29737428;0.035480965
Mino Shield;3;-0.2792006;-0.052175704
Morshabaal's Mask;2;-0.14731562;-0.08396594
Naga Quiver;5;0.28473628;0.14646092
Necromancer Shield;5;0.15918086;0.2189805
Nightmare Shield;3;-0.123130925;-0.024408396
Norse Shield;5;0.024965005;0.0046020057
Ornamented Shield;5;0.09770359;0.10201841
Ornate Shield;2;-0.10353782;0.30515867
Painted Gourd Rattle;5;0.1350154;-0.08638303
Phoenix Shield;2;-0.09168084;0.112338856
Plate Shield;3;-0.35925433;-0.094816595
Prismatic Shield;1;0.005524085;0.20110154
Quiver;5;0.11838122;0.17707165
Rainbow Shield;0;-0.035042666;0.20165387
Red Quiver;5;0.19878693;0.14839892
Rift Shield;3;-0.22108285;0.08732175
Rose Shield;5;0.062281918;0.12827978
Runic Ice Shield;5;0.11780709;-0.04618063
Salamander Shield;3;-0.23044819;-0.14773045
Scarab Shield;3;-0.20955044;-0.06872183
Sentinel Shield;3;-0.17547196;-0.110080145
Shield of Care;5;-0.045372657;0.1316317
Shield of Corruption;2;-0.46754998;0.21908161
Shield of Destiny;0;-0.0022633309;0.15254079
Shield of Endless Search;5;0.05927118;0.14466362
Shield of Honour;0;0.022886967;0.34915388
Shield of the White Knight;2;-0.15445988;0.24799265
Soulbastion;2;-0.21256854;0.29659152
Sparking Rainbow Shield;1;0.03579112;0.25415757
Spike Shield;5;0.0022551983;0.27748734
Steel Shield;3;-0.35262385;0.077252895
Strange Good Night Songs;5;0.0069860746;0.053875696
Studded Shield;2;-0.16030385;0.20567453
Tempest Shield;2;-0.1205759;0.23734541
Terran Rainbow Shield;0;-0.03378728;0.18146634
The Dragon Spirit;3;-0.26080334;-0.25284877
Tortoise Shield;3;-0.13247252;-0.0054584155
Tower Shield;3;-0.42907527;-0.17392157
Tusk Shield;3;-0.215061;-0.010708434
Vampire Shield;3;-0.21448316;0.047697157
Viking Shield;2;-0.08785804;0.28057182
Warrior's Shield;2;-0.45229778;0.15741655
Wooden Shield;3;-0.15263553;-0.065980725
Amber Sabre;2;-0.30223814;0.34447873
Amber Slayer;2;-0.36266384;0.30868453
Assassin Dagger;3;-0.3489127;-0.08967473
Berserker;2;-0.3453248;0.2849985
Blacksteel Sword;2;-0.26089692;0.4095841
Blade of Corruption;2;-0.29593232;0.20934848
Blade of Destruction;2;-0.22139788;0.33422786
Bloody Edge;3;-0.34377283;0.022288276
Bone Sword;3;-0.2680581;0.09595564
Bright Sword;2;-0.28616592;0.26023847
Broadsword;2;-0.34378037;0.13498166
Broken Macuahuitl;5;0.11715012;0.2180317
Carlin Sword;2;-0.25733054;0.23015921
Cobra Sword;2;-0.32773495;0.23628381
Combat Knife;3;-0.4042462;-0.08691502
Cowtana;2;-0.14501026;0.2352512
Crimson Sword;2;-0.10326446;0.24553752
Crimson Sword (Rashid);2;-0.14548717;0.23653896
Crude Umbral Blade;2;-0.20592937;0.38095814
Crude Umbral Slayer;2;-0.23426174;0.33195248
Crystal Sword;3;-0.3641168;-0.1194629
Crystalline Sword;3;-0.15107602;-0.006359991
Dagger;3;-0.3920383;-0.034493607
Demonrage Sword;3;-0.44711906;0.054180503
Djinn Blade;3;-0.22618735;-0.07541443
Dragon Slayer;3;-0.37537593;-0.12377108
Draining Inferniarch Blade;2;-0.33267128;0.39279845
