tabela_origem,url_origem,Nome,Unnamed: 3,Lvl,Voc,Volume,Bônus de Skill,Proteção,Peso,Dropa de,Arm,Cargas,Duração (min),Atributos,Bônus,Tipo de Dano,Dano Médio,Mana por Ataque,Slots,Tier,Localização,Agrupável,Notas,Mãos,Atq,Dano Elemental,Def,Mod. de Defesa,Peso (em oz),Regeneração (em segs),Agrup.,Alcance,Hit%,Elemental Bond,Spell Words,Prem,Lvl p/ fazer,Lvl p/ usar,Magic Level p/ usar,Mana p/ fazer,Soul Points,Efeito,texto_unificado,texto_normalizado,tokens,tokens_sem_stopwords,lemmas,stems
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Charm Upgrade,,,,,,,2.10,Ninguém.,,,,Aumenta as chances de acionar um charm ofensivo em 5% (exceto Cripple) por uma hora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charm Upgrade 2.10 Ninguém. Aumenta as chances de acionar um charm ofensivo em 5% (exceto Cripple) por uma hora.,charm upgrade 2 10 ninguém aumenta as chances de acionar um charm ofensivo em 5% exceto cripple por uma hora,charm upgrade 2 10 ninguém aumenta as chances de acionar um charm ofensivo em 5 % exceto cripple por uma hora,charm upgrade 2 10 aumenta chances acionar charm ofensivo 5 % exceto cripple hora,charm upgrade 2 10 aumentar chance acionar charm ofensivo 5 % exceto cripple hora,charm upgrad 2 10 aument chanc acion charm ofens 5 % excet crippl hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Coconut Milk,,,,,,,1.80,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coconut Milk 1.80 Ninguém. Nenhum.,coconut milk 1 80 ninguém nenhum,coconut milk 1 80 ninguém nenhum,coconut milk 1 80,coconut milk 1 80,coconut milk 1 80
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Death Amplification,,,,,,,2.30,Ninguém.,,,,"Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Death Amplification 2.30 Ninguém. Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",death amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores por uma hora,death amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8 % maiores por uma hora,death amplification 2 30 aumenta dano fazendo ataques magias tratem sensibilidades alvo fossem 8 % maiores hora,death amplification 2 30 aumentar dano fazer ataque magia trater sensibilidade alvo ser 8 % grande hora,death amplification 2 30 aument dan faz ataqu mag trat sensibil alvo foss 8 % maior hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Death Resilience,,,,,,,2.50,Ninguém.,,,,Aumenta a proteção em 8% por uma hora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Death Resilience 2.50 Ninguém. Aumenta a proteção em 8% por uma hora.,death resilience 2 50 ninguém aumenta a proteção em 8% por uma hora,death resilience 2 50 ninguém aumenta a proteção em 8 % por uma hora,death resilience 2 50 aumenta proteção 8 % hora,death resilience 2 50 aumentar proteção 8 % hora,death resilienc 2 50 aument proteçã 8 % hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Earth Amplification,,,,,,,2.30,Ninguém.,,,,"Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Earth Amplification 2.30 Ninguém. Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",earth amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores por uma hora,earth amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8 % maiores por uma hora,earth amplification 2 30 aumenta dano fazendo ataques magias tratem sensibilidades alvo fossem 8 % maiores hora,earth amplification 2 30 aumentar dano fazer ataque magia trater sensibilidade alvo ser 8 % grande hora,earth amplification 2 30 aument dan faz ataqu mag trat sensibil alvo foss 8 % maior hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Earth Resilience,,,,,,,2.50,Ninguém.,,,,Aumenta a proteção em 8% por uma hora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earth Resilience 2.50 Ninguém. Aumenta a proteção em 8% por uma hora.,earth resilience 2 50 ninguém aumenta a proteção em 8% por uma hora,earth resilience 2 50 ninguém aumenta a proteção em 8 % por uma hora,earth resilience 2 50 aumenta proteção 8 % hora,earth resilience 2 50 aumentar proteção 8 % hora,earth resilienc 2 50 aument proteçã 8 % hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Energy Amplification,,,,,,,2.30,Ninguém.,,,,"Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Energy Amplification 2.30 Ninguém. Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",energy amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores por uma hora,energy amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8 % maiores por uma hora,energy amplification 2 30 aumenta dano fazendo ataques magias tratem sensibilidades alvo fossem 8 % maiores hora,energy amplification 2 30 aumentar dano fazer ataque magia trater sensibilidade alvo ser 8 % grande hora,energy amplification 2 30 aument dan faz ataqu mag trat sensibil alvo foss 8 % maior hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Energy Resilience,,,,,,,2.50,Ninguém.,,,,Aumenta a proteção em 8% por uma hora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Resilience 2.50 Ninguém. Aumenta a proteção em 8% por uma hora.,energy resilience 2 50 ninguém aumenta a proteção em 8% por uma hora,energy resilience 2 50 ninguém aumenta a proteção em 8 % por uma hora,energy resilience 2 50 aumenta proteção 8 % hora,energy resilience 2 50 aumentar proteção 8 % hora,energy resilienc 2 50 aument proteçã 8 % hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Essence of Dread,,,,,,,0.30,Ninguém.,,,,"Pode ser trocada (aqui
).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essence of Dread 0.30 Ninguém. Pode ser trocada (aqui
).",essence of dread 0 30 ninguém pode ser trocada aqui,essence of dread 0 30 ninguém pode ser trocada aqui,essence of dread 0 30 trocada,essence of dread 0 30 trocar,essenc of dread 0 30 troc
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Essence of Wishful Thinking,,,,,,,0.30,Ninguém.,,,,"Pode ser trocada (aqui
).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essence of Wishful Thinking 0.30 Ninguém. Pode ser trocada (aqui
).",essence of wishful thinking 0 30 ninguém pode ser trocada aqui,essence of wishful thinking 0 30 ninguém pode ser trocada aqui,essence of wishful thinking 0 30 trocada,essence of wishful thinking 0 30 trocar,essenc of wishful thinking 0 30 troc
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Fire Amplification,,,,,,,2.30,Ninguém.,,,,"Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fire Amplification 2.30 Ninguém. Aumenta o dano, fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores, por uma hora.",fire amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8% maiores por uma hora,fire amplification 2 30 ninguém aumenta o dano fazendo com que seus ataques e magias tratem as sensibilidades do alvo como se fossem 8 % maiores por uma hora,fire amplification 2 30 aumenta dano fazendo ataques magias tratem sensibilidades alvo fossem 8 % maiores hora,fire amplification 2 30 aumentar dano fazer ataque magia trater sensibilidade alvo ser 8 % grande hora,fir amplification 2 30 aument dan faz ataqu mag trat sensibil alvo foss 8 % maior hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Fire Resilience,,,,,,,2.50,Ninguém.,,,,Aumenta a proteção em 8% por uma hora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Resilience 2.50 Ninguém. Aumenta a proteção em 8% por uma hora.,fire resilience 2 50 ninguém aumenta a proteção em 8% por uma hora,fire resilience 2 50 ninguém aumenta a proteção em 8 % por uma hora,fire resilience 2 50 aumenta proteção 8 % hora,fire resiliencer 2 50 aumentar proteção 8 % hora,fir resilienc 2 50 aument proteçã 8 % hor
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Flask of Demonic Blood,,,,,,,2.90,"Betrayed Wraith, Burning Book, Dark Torturer, Dawnfire Asura, Diabolic Imp, Falcon Knight, Floating Savant, Fury, Grand Chaplain Gaunder, Grim Reaper, Grimeleech, Hand of Cursed Fate, Hellflayer, Hellhound, Juggernaut, Kerberos, Midnight Asura, Nightmare, Preceptor Lazare, Ragiaz, Razzagorn, Shulgrax, Tarbaz, The Blazing Rose, The Diamond Blossom, Tormentor, True Midnight Asura.",,,,"Pode se dar ""use"" neste item.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flask of Demonic Blood 2.90 Betrayed Wraith, Burning Book, Dark Torturer, Dawnfire Asura, Diabolic Imp, Falcon Knight, Floating Savant, Fury, Grand Chaplain Gaunder, Grim Reaper, Grimeleech, Hand of Cursed Fate, Hellflayer, Hellhound, Juggernaut, Kerberos, Midnight Asura, Nightmare, Preceptor Lazare, Ragiaz, Razzagorn, Shulgrax, Tarbaz, The Blazing Rose, The Diamond Blossom, Tormentor, True Midnight Asura. Pode se dar ""use"" neste item.",flask of demonic blood 2 90 betrayed wraith burning book dark torturer dawnfire asura diabolic imp falcon knight floating savant fury grand chaplain gaunder grim reaper grimeleech hand of cursed fate hellflayer hellhound juggernaut kerberos midnight asura nightmare preceptor lazare ragiaz razzagorn shulgrax tarbaz the blazing rose the diamond blossom tormentor true midnight asura pode se dar use neste item,flask of demonic blood 2 90 betrayed wraith burning book dark torturer dawnfire asura diabolic imp falcon knight floating savant fury grand chaplain gaunder grim reaper grimeleech hand of cursed fate hellflayer hellhound juggernaut kerberos midnight asura nightmare preceptor lazare ragiaz razzagorn shulgrax tarbaz the blazing rose the diamond blossom tormentor true midnight asura pode se dar use neste item,flask of demonic blood 2 90 betrayed wraith burning book dark torturer dawnfire asura diabolic imp falcon knight floating savant fury grand chaplain gaunder grim reaper grimeleech hand of cursed fate hellflayer hellhound juggernaut kerberos midnight asura nightmare preceptor lazare ragiaz razzagorn shulgrax tarbaz the blazing rose the diamond blossom tormentor true midnight asura use item,flask of demonic blood 2 90 betrayed wraith burning book dark torturer dawnfire asura diabolic imp falcon knight floating savant fury grand chaplain gaunder grim reaper grimeleech hand of cursed fate hellflayer hellhound juggernaut kerberos midnight asura nightmare preceptor lazare ragiaz razzagorn shulgrax tarbaz the blazing rose the diamond blossom tormentor true midnight asura use item,flask of demonic blood 2 90 betrayed wraith burning book dark tortur dawnfir asur diabolic imp falcon knight floating savant fury grand chaplain gaund grim reap grimeleech hand of cursed fat hellflay hellhound juggernaut kerber midnight asur nightmar preceptor lazar ragiaz razzagorn shulgrax tarbaz the blazing ros the diamond blossom tormentor tru midnight asur use item
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Flask of Rust Remover,,,,,,,0.90,"Control Tower, Deepling Scout, Rustheap Golem.",,,,Pode ser usado para remover a ferrugem de equipamentos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flask of Rust Remover 0.90 Control Tower, Deepling Scout, Rustheap Golem. Pode ser usado para remover a ferrugem de equipamentos.",flask of rust remover 0 90 control tower deepling scout rustheap golem pode ser usado para remover a ferrugem de equipamentos,flask of rust remover 0 90 control tower deepling scout rustheap golem pode ser usado para remover a ferrugem de equipamentos,flask of rust remover 0 90 control tower deepling scout rustheap golem usado remover ferrugem equipamentos,flask of rust remover 0 90 control tower deepling scout rustheap golem usar remover ferrugem equipamento,flask of rust remov 0 90 control tow deepling scout rustheap gol usad remov ferrug equip
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Fresh Mushroom Beer,,,,,,,2.00,Ninguém,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh Mushroom Beer 2.00 Ninguém Nenhum.,fresh mushroom beer 2 00 ninguém nenhum,fresh mushroom beer 2 00 ninguém nenhum,fresh mushroom beer 2 00,fresh mushroom beer 2 00,fresh mushroom beer 2 00
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Fruit Juice,,,,,,,1.80,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruit Juice 1.80 Ninguém. Nenhum.,fruit juice 1 80 ninguém nenhum,fruit juice 1 80 ninguém nenhum,fruit juice 1 80,fruit juice 1 80,fruit juic 1 80
tabela_1,https://www.tibiawiki.com.br/wiki/L%C3%ADquidos,Great Health Potion,,,,,,,3.10,"Annihilon, Arctic Faun, Armadile, Behemoth, Bloodback, Boar Man, Bog Raider, Breach Brood, Bretzecutioner, Broken Shaper, Brutus Bloodbeard, Bullwark, Chopper, Control Tower, Crape Man, Crawler, Crusader, Cult Believer, Cult Enforcer, Cult Scholar, Dark Faun, Dark Torturer, Deadeye Devious, Deathling Scout, Deathling Spellsinger, Death Priest Shargon, Deep Terror, Deepling Elite, Deepling Guard, Deepling Tyrant, Deepling Warrior, Demodras, Destroyer, Draken Warmaster, Enslaved Dwarf, Ethershreck, Execowtioner, Exotic Cave Spider, Falcon Knight, Fazzrah, Flameborn, Frazzlemaw, Fury, Glooth Bandit, Glooth Battery, Glooth Bomb, Glooth Fairy, Golgordan, Grand Canon Dominus, Grand Commander Soeren, Grimeleech, Guzzlemaw, Headwalker, Hellgorak, Hellhound, Hellspawn, Hero, Hideous Fungus, Horestis, Hulking Carnisylvan, Humongous Fungus, Infernalist, Instable Sparkion, Juggernaut, Kroazur, Latrivan, Lisa, Lizard Chosen, Lizard High Guard, Lizard Noble, Lizard Zaogun, Lost Berserker, Lost Soul, Lost Thrower, Madareth, Magma Crawler, Mahrdis, Massive Water Elemental, Midnight Asura, Mindmasher, Minotaur Amazon, Minotaur Cult Follower, Minotaur Cult Prophet, Minotaur Cult Zealot, Moohtant Wallbreaker, Morguthis, Orc Cult Fanatic, Omruc, Overcharged Energy Elemental, Paiz the Pauperizer, Pirat Cutthroat, Plaguesmith, Quara Pincher, Quara Predator, Ragiaz, Raging Mage, Ratmiral Blackwhiskers, Reality Reaver, Renegade Knight, Renegade Quara Hydromancer, Renegade Quara Pincher, Renegade Quara Predator, Retching Horror, Ron The Ripper, Shadowpelt, Silencer, Spitter, Shadowstalker, Sparkion, Stabilizing Reality Reaver, Thalas, The Old Widow, The Ravager, Tremor Worm, True Midnight Asura, Twisted Shaper, Two-Headed Turtle, Undead Elite Gladiator, Undead Dragon, Ungreez, Ushuriel, Vicious Squire, Vile Grandmaster, Walker, Warlock, Weakened Frazzlemaw, Werebear, Worker Golem, Zanakeph, Zugurosh.",,,,Regenera HP quando usado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great Health Potion 3.10 Annihilon, Arctic Faun, Armadile, Behemoth, Bloodback, Boar Man, Bog Raider, Breach Brood, Bretzecutioner, Broken Shaper, Brutus Bloodbeard, Bullwark, Chopper, Control Tower, Crape Man, Crawler, Crusader, Cult Believer, Cult Enforcer, Cult Scholar, Dark Faun, Dark Torturer, Deadeye Devious, Deathling Scout, Deathling Spellsinger, Death Priest Shargon, Deep Terror, Deepling Elite, Deepling Guard, Deepling Tyrant, Deepling Warrior, Demodras, Destroyer, Draken Warmaster, Enslaved Dwarf, Ethershreck, Execowtioner, Exotic Cave Spider, Falcon Knight, Fazzrah, Flameborn, Frazzlemaw, Fury, Glooth Bandit, Glooth Battery, Glooth Bomb, Glooth Fairy, Golgordan, Grand Canon Dominus, Grand Commander Soeren, Grimeleech, Guzzlemaw, Headwalker, Hellgorak, Hellhound, Hellspawn, Hero, Hideous Fungus, Horestis, Hulking Carnisylvan, Humongous Fungus, Infernalist, Instable Sparkion, Juggernaut, Kroazur, Latrivan, Lisa, Lizard Chosen, Lizard High Guard, Lizard Noble, Lizard Zaogun, Lost Berserker, Lost Soul, Lost Thrower, Madareth, Magma Crawler, Mahrdis, Massive Water Elemental, Midnight Asura, Mindmasher, Minotaur Amazon, Minotaur Cult Follower, Minotaur Cult Prophet, Minotaur Cult Zealot, Moohtant Wallbreaker, Morguthis, Orc Cult Fanatic, Omruc, Overcharged Energy Elemental, Paiz the Pauperizer, Pirat Cutthroat, Plaguesmith, Quara Pincher, Quara Predator, Ragiaz, Raging Mage, Ratmiral Blackwhiskers, Reality Reaver, Renegade Knight, Renegade Quara Hydromancer, Renegade Quara Pincher, Renegade Quara Predator, Retching Horror, Ron The Ripper, Shadowpelt, Silencer, Spitter, Shadowstalker, Sparkion, Stabilizing Reality Reaver, Thalas, The Old Widow, The Ravager, Tremor Worm, True Midnight Asura, Twisted Shaper, Two-Headed Turtle, Undead Elite Gladiator, Undead Dragon, Ungreez, Ushuriel, Vicious Squire, Vile Grandmaster, Walker, Warlock, Weakened Frazzlemaw, Werebear, Worker Golem, Zanakeph, Zugurosh. Regenera HP quando usado.",great health potion 3 10 annihilon arctic faun armadile behemoth bloodback boar man bog raider breach brood bretzecutioner broken shaper brutus bloodbeard bullwark chopper control tower crape man crawler crusader cult believer cult enforcer cult scholar dark faun dark torturer deadeye devious deathling scout deathling spellsinger death priest shargon deep terror deepling elite deepling guard deepling tyrant deepling warrior demodras destroyer draken warmaster enslaved dwarf ethershreck execowtioner exotic cave spider falcon knight fazzrah flameborn frazzlemaw fury glooth bandit glooth battery glooth bomb glooth fairy golgordan grand canon dominus grand commander soeren grimeleech guzzlemaw headwalker hellgorak hellhound hellspawn hero hideous fungus horestis hulking carnisylvan humongous fungus infernalist instable sparkion juggernaut kroazur latrivan lisa lizard chosen lizard high guard lizard noble lizard zaogun lost berserker lost soul lost thrower madareth magma crawler mahrdis massive water elemental midnight asura mindmasher minotaur amazon minotaur cult follower minotaur cult prophet minotaur cult zealot moohtant wallbreaker morguthis orc cult fanatic omruc overcharged energy elemental paiz the pauperizer pirat cutthroat plaguesmith quara pincher quara predator ragiaz raging mage ratmiral blackwhiskers reality reaver renegade knight renegade quara hydromancer renegade quara pincher renegade quara predator retching horror ron the ripper shadowpelt silencer spitter shadowstalker sparkion stabilizing reality reaver thalas the old widow the ravager tremor worm true midnight asura twisted shaper two-headed turtle undead elite gladiator undead dragon ungreez ushuriel vicious squire vile grandmaster walker warlock weakened frazzlemaw werebear worker golem zanakeph zugurosh regenera hp quando usado,great health potion 3 10 annihilon arctic faun armadile behemoth bloodback boar man bog raider breach brood bretzecutioner broken shaper brutus bloodbeard bullwark chopper control tower crape man crawler crusader cult believer cult enforcer cult scholar dark faun dark torturer deadeye devious deathling scout deathling spellsinger death priest shargon deep terror deepling elite deepling guard deepling tyrant deepling warrior demodras destroyer draken warmaster enslaved dwarf ethershreck execowtioner exotic cave spider falcon knight fazzrah flameborn frazzlemaw fury glooth bandit glooth battery glooth bomb glooth fairy golgordan grand canon dominus grand commander soeren grimeleech guzzlemaw headwalker hellgorak hellhound hellspawn hero hideous fungus horestis hulking carnisylvan humongous fungus infernalist instable sparkion juggernaut kroazur latrivan lisa lizard chosen lizard high guard lizard noble lizard zaogun lost berserker lost soul lost thrower madareth magma crawler mahrdis massive water elemental midnight asura mindmasher minotaur amazon minotaur cult follower minotaur cult prophet minotaur cult zealot moohtant wallbreaker morguthis orc cult fanatic omruc overcharged energy elemental paiz the pauperizer pirat cutthroat plaguesmith quara pincher quara predator ragiaz raging mage ratmiral blackwhiskers reality reaver renegade knight renegade quara hydromancer renegade quara pincher renegade quara predator retching horror ron the ripper shadowpelt silencer spitter shadowstalker sparkion stabilizing reality reaver thalas the old widow the ravager tremor worm true midnight asura twisted shaper two-headed turtle undead elite gladiator undead dragon ungreez ushuriel vicious squire vile grandmaster walker warlock weakened frazzlemaw werebear worker golem zanakeph zugurosh regenera hp quando usado,great health potion 3 10 annihilon arctic faun armadile behemoth bloodback boar man bog raider breach brood bretzecutioner broken shaper brutus bloodbeard bullwark chopper control tower crape man crawler crusader cult believer cult enforcer cult scholar dark faun dark torturer deadeye devious deathling scout deathling spellsinger death priest shargon deep terror deepling elite deepling guard deepling tyrant deepling warrior demodras destroyer draken warmaster enslaved dwarf ethershreck execowtioner exotic cave spider falcon knight fazzrah flameborn frazzlemaw fury glooth bandit glooth battery glooth bomb glooth fairy golgordan grand canon dominus grand commander soeren grimeleech guzzlemaw headwalker hellgorak hellhound hellspawn hero hideous fungus horestis hulking carnisylvan humongous fungus infernalist instable sparkion juggernaut kroazur latrivan lisa lizard chosen lizard high guard lizard noble lizard zaogun lost berserker lost soul lost thrower madareth magma crawler mahrdis massive water elemental midnight asura mindmasher minotaur amazon minotaur cult follower minotaur cult prophet minotaur cult zealot moohtant wallbreaker morguthis orc cult fanatic omruc overcharged energy elemental paiz the pauperizer pirat cutthroat plaguesmith quara pincher quara predator ragiaz raging mage ratmiral blackwhiskers reality reaver renegade knight renegade quara hydromancer renegade quara pincher renegade quara predator retching horror ron the ripper shadowpelt silencer spitter shadowstalker sparkion stabilizing reality reaver thalas the old widow the ravager tremor worm true midnight asura twisted shaper two-headed turtle undead elite gladiator undead dragon ungreez ushuriel vicious squire vile grandmaster walker warlock weakened frazzlemaw werebear worker golem zanakeph zugurosh regenera hp usado,great health potion 3 10 annihilon arctic faun armadile behemoth bloodback boar man boger raider breach brood bretzecutioner broken shaper brutus bloodbeard bullwark chopper control tower crape man crawler crusader cult believer cult enforcer cult scholar dark faun dark torturer deadeye devious deathling scout deathling spellsinger death priest shargon deepr terror deepling elite deepling guard deepling tyrant deepling warrior demodra destroyer draken warmaster enslaved dwarf ethershreck execowtioner exotic cave spider falcon knight fazzrah flameborn frazzlemaw fury glooth bandit glooth battery glooth bomb glooth fairy golgordan grand canon dominu grand commander soeren grimeleech guzzlemawr headwalker hellgorak hellhound hellspawn hero hideous fungus horestis hulking carnisylvan humongous fungus infernalist instable sparkion juggernaut kroazur latrivan lisa lizard chosen lizardr high guard lizard noble lizard zaogun lost berserker lost soul lost thrower madareth magma crawler mahrdis massive water elemental midnight asura mindmasher minotaur amazon minotaur cult follower minotaur cult prophet minotaur cult zealot moohtant wallbreaker morguthis orc cult fanatic omruc overcharged energy elemental paiz the pauperizer pirat cutthroat plaguesmith quaro pincher quara predator ragiaz raging mage ratmiral blackwhiskers realityr reaver renegade knight renegade quaro hydromancer renegade quaro pincher renegade quar predator retching horror ron the ripper shadowpelt silencer spitter shadowstalker sparkion stabilizing realityr reaver thala the old widow the ravager tremor worm true midnight asura twisted shaper two-headed turtle undead elite gladiator undead dragon ungreez ushuriel vicious squire vile grandmaster walker warlock weakened frazzlemaw werebear worker goler zanakeph zugurosh regenera hp usar,great health potion 3 10 annihilon arctic faun armadil behemoth bloodback boar man bog raid breach brood bretzecution broken shap brutus bloodbeard bullwark chopp control tow crap man crawl crusad cult believ cult enforc cult schol dark faun dark tortur deadey devious deathling scout deathling spellsing death priest shargon deep terror deepling elit deepling guard deepling tyrant deepling warrior demodr destroy draken warmast enslaved dwarf ethershreck execowtion exotic cav spid falcon knight fazzrah flameborn frazzlemaw fury glooth bandit glooth battery glooth bomb glooth fairy golgordan grand canon dominus grand command soeren grimeleech guzzlemaw headwalk hellgorak hellhound hellspawn her hideous fungus horest hulking carnisylvan humongous fungus infernalist instabl sparkion juggernaut kroazur latrivan lis lizard chosen lizard high guard lizard nobl lizard zaogun lost berserk lost soul lost throw madareth magm crawl mahrd massiv wat elemental midnight asur mindmash minotaur amazon minotaur cult follow minotaur cult prophet minotaur cult zealot moohtant wallbreak morguth orc cult fanatic omruc overcharged energy elemental paiz the pauperiz pirat cutthroat plaguesmith quar pinch quar predator ragiaz raging mag ratmiral blackwhiskers reality reav renegad knight renegad quar hydromanc renegad quar pinch renegad quar predator retching horror ron the ripp shadowpelt silenc spitt shadowstalk sparkion stabilizing reality reav thal the old widow the ravag tremor worm tru midnight asur twisted shap two-headed turtl undead elit gladiator undead dragon ungreez ushuriel vicious squir vil grandmast walk warlock weakened frazzlemaw wereb work gol zanakeph zugurosh regen hp usad
